"student","school","time","female","ses","public","suspension","platform","math"
9976,1018,2,1,4,1,0.05,0,79.9
9976,1018,3,1,3,1,0.066,0,89.5
10002,1038,0,1,6,0,0.016,1,47.8
10002,1038,1,1,6,0,0.076,1,66.6
10002,1038,2,1,5,0,0.073,1,58.7
10002,1038,3,1,6,0,0.107,1,65.5
10012,1110,0,1,6,1,0.034,0,44.2
10012,1110,1,1,6,1,0.242,0,53.5
10012,1110,2,1,6,1,0.198,0,45.1
10012,1110,3,1,6,1,0.213,0,68.7
10030,81,0,0,4,1,0.112,0,30.2
10030,81,1,0,6,1,0.137,0,43.5
10030,81,2,0,4,1,0.228,0,43.1
10030,81,3,0,4,1,0.205,0,52.7
10032,696,0,0,2,1,0.102,0,57.5
10032,696,1,0,5,1,0.497,0,75.8
10032,696,2,0,5,1,0.667,0,70.4
10032,696,3,0,3,1,0.825,0,86.2
10047,515,0,1,5,0,0.036,1,57.5
10047,519,1,1,4,1,0.168,0,62.7
10047,519,2,1,6,1,0.189,0,76.3
10047,519,3,1,4,1,0.113,0,80.3
10054,1016,0,0,6,1,0.021,0,78.7
10054,1016,1,0,4,1,0.067,0,66.6
10054,1016,2,0,6,1,0.05,0,83.2
10054,1016,3,0,6,1,0.066,0,83.1
10073,24,0,1,6,1,0.025,1,49.9
10073,24,1,1,4,1,0.137,1,61.5
10073,24,2,1,4,1,0.085,1,64
10073,24,3,1,7,1,0.108,1,63.4
10097,1058,0,1,4,1,0.015,0,37.8
10097,1058,1,1,5,1,0.086,0,49.9
10097,1058,2,1,6,1,0.067,0,53.9
10097,1058,3,1,4,1,0.07,0,53.1
10113,704,0,0,4,0,0.006,0,80.3
10113,704,1,0,6,0,0.029,0,75.8
10113,704,2,0,5,0,0.047,0,79.5
10113,704,3,0,5,0,0.034,0,86.2
10127,24,0,1,3,1,0.025,1,40.7
10127,24,1,1,7,1,0.137,1,61.9
10127,24,2,1,6,1,0.085,1,60.3
10127,24,3,1,5,1,0.108,1,67.5
10178,1045,0,0,3,1,0.012,0,94.7
10178,1045,1,0,8,1,0.052,0,75.8
10178,1045,2,0,6,1,0.045,0,81
10178,1045,3,0,5,1,0.052,0,90.7
10182,77,0,1,4,0,0.006,1,29.4
10182,84,1,1,6,1,0.33,0,46.6
10182,84,2,1,4,1,0.39,0,40.3
10182,84,3,1,4,1,0.328,0,53.1
10207,236,0,1,6,1,0.002,1,73.1
10207,236,1,1,6,1,0.002,1,73.5
10207,236,2,1,5,1,0.021,1,77.9
10207,236,3,1,5,1,0.027,1,89.5
10232,1045,0,0,5,1,0.012,0,63.9
10232,1045,1,0,6,1,0.052,0,66
10232,1045,2,0,4,1,0.045,0,66.7
10232,1045,3,0,5,1,0.052,0,84.3
10252,99,0,1,8,0,0.003,1,67.8
10252,106,1,1,5,1,0.108,1,71.1
10252,106,2,1,3,1,0.073,1,83.2
10252,106,3,1,5,1,0.056,1,79.5
10254,677,0,1,5,1,0.002,0,35.5
10254,677,1,1,4,1,0.005,0,54.3
10254,677,2,1,6,1,0.01,0,56.7
10254,677,3,1,5,1,0.012,0,67
10256,1045,0,0,5,1,0.012,0,52.2
10256,1045,1,0,5,1,0.052,0,57.1
10256,1045,2,0,3,1,0.045,0,60.7
10256,1045,3,0,6,1,0.052,0,59.8
10261,1038,0,1,7,0,0.016,1,44.2
10261,1048,1,1,4,1,0.076,1,54.3
10261,1048,2,1,6,1,0.073,1,44.6
10261,1048,3,1,7,1,0.107,1,49.5
10297,1013,0,1,5,1,0.038,0,51.9
10297,1013,1,1,4,1,0.122,0,67.5
10297,1013,2,1,3,1,0.095,0,66.7
10297,1013,3,1,5,1,0.078,0,72.3
10299,1038,0,0,4,0,0.016,1,51.1
10299,1038,1,0,5,0,0.076,1,54.3
10299,1038,2,0,5,0,0.073,1,44.3
10299,1038,3,0,3,0,0.107,1,41.4
10388,178,0,0,8,1,0.009,0,55
10388,178,1,0,6,1,0.187,0,61.9
10388,178,2,0,6,1,0.142,0,65.9
10388,178,3,0,4,1,0.126,0,77
10422,99,0,0,4,0,0.003,1,57.5
10422,99,1,0,5,0,0.108,1,48.2
10422,99,2,0,6,0,0.073,1,50.3
10422,99,3,0,5,0,0.056,1,63.1
10425,704,0,1,4,0,0.006,0,49.1
10425,704,1,1,5,0,0.029,0,61.9
10425,704,2,1,4,0,0.047,0,83.2
10425,704,3,1,4,0,0.034,0,78.3
10461,236,0,1,5,1,0.002,1,74.7
10461,243,1,1,5,1,0.058,1,79.1
10461,243,2,1,3,1,0.019,1,93.2
10461,243,3,1,4,1,0.009,1,110.7
10473,1013,0,0,5,1,0.038,0,56.7
10473,1013,1,0,4,1,0.122,0,61.9
10473,1013,2,0,5,1,0.095,0,56.2
10473,1013,3,0,7,1,0.078,0,49.5
10513,99,0,0,4,0,0.003,1,33.9
10513,106,1,0,6,1,0.108,1,37.9
10513,106,2,0,2,1,0.073,1,41.8
10513,106,3,0,5,1,0.056,1,49.5
10522,98,0,0,6,0,0.005,1,41.4
10522,106,1,0,5,1,0.108,1,34.6
10522,106,2,0,4,1,0.073,1,46.2
10522,106,3,0,5,1,0.056,1,61.1
10526,52,0,1,6,1,0.003,0,63.9
10526,52,1,1,5,1,0.377,0,73.5
10526,52,2,1,5,1,0.314,0,72.3
10526,52,3,1,2,1,0.338,0,76.4
10547,647,0,0,6,1,0.055,1,48.6
10547,647,1,0,5,1,0.15,1,60.7
10547,647,2,0,3,1,0.135,1,56.2
10547,647,3,0,5,1,0.185,1,77
10571,76,0,1,5,1,0.006,1,53.6
10571,76,1,1,6,1,0.041,1,61.9
10571,76,2,1,4,1,0.056,1,65.9
10571,76,3,1,5,1,0.046,1,64.7
10586,245,0,0,5,1,0.009,1,54.7
10586,245,1,0,4,1,0.016,1,71.6
10586,245,2,0,4,1,0.019,1,66.7
10586,245,3,0,6,1,0.047,1,78.3
10621,101,0,1,4,0,0.004,1,53.9
10621,104,1,1,6,1,0.07,1,65.5
10621,104,2,1,6,1,0.066,1,69.9
10621,104,3,1,6,1,0.042,1,71.4
10669,188,0,1,4,1,0.027,0,28.6
10669,188,1,1,5,1,0.071,0,31.5
10669,188,2,1,4,1,0.092,0,51.5
10669,188,3,1,4,1,0.083,0,63.1
10679,258,0,1,4,0,0.003,1,41.4
10679,282,1,1,3,1,0.035,0,51.5
10679,282,2,1,5,1,0.06,0,56.7
10679,282,3,1,7,1,0.071,0,67.5
10762,1019,0,1,6,1,0.032,0,62.3
10762,1019,1,1,4,1,0.118,0,69.1
10762,1019,2,1,6,1,0.133,0,69.9
10762,1019,3,1,6,1,0.134,0,81.5
10765,1018,0,1,4,1,0.023,0,70.3
10765,1018,1,1,5,1,0.122,0,75.8
10765,1018,2,1,6,1,0.095,0,70.4
10765,1018,3,1,7,1,0.078,0,88.7
10775,515,0,1,4,0,0.036,1,51.9
10775,519,1,1,6,1,0.168,0,50.7
10775,519,2,1,4,1,0.189,0,65.9
10775,519,3,1,5,1,0.113,0,73.4
10791,236,0,0,5,1,0.002,1,63.9
10791,236,1,0,6,1,0.026,1,79.1
10791,236,2,0,4,1,0.021,1,81.8
10791,236,3,0,3,1,0.027,1,86.2
10808,169,0,1,5,0,0.034,0,44.2
10808,169,1,1,5,0,0.063,0,56.3
10808,169,2,1,6,0,0.066,0,61.8
10808,169,3,1,4,0,0.099,0,65.9
10817,387,0,1,5,0,0.087,1,27.8
10817,387,1,1,4,0,0.109,1,41.8
10817,387,2,1,3,0,0.176,1,39.5
10817,387,3,1,6,0,0.447,1,45.8
10829,98,0,1,3,0,0.005,1,48.6
10829,106,1,1,5,1,0.108,1,49.1
10829,106,2,1,4,1,0.073,1,55.9
10829,106,3,1,6,1,0.056,1,58.6
10832,1038,0,1,4,0,0.016,1,60.3
10832,1038,1,1,6,0,0.076,1,61.9
10832,1038,2,1,5,0,0.073,1,66.7
10832,1038,3,1,5,0,0.107,1,78.3
10886,704,0,0,6,0,0.006,0,57.8
10886,704,1,0,6,0,0.029,0,61.9
10886,704,2,0,3,0,0.047,0,83.2
10886,704,3,0,6,0,0.034,0,102
10910,212,0,0,7,0,0.003,1,78.7
10910,208,1,0,4,1,0.007,1,78.3
10910,208,2,0,3,1,0.009,1,79.9
10910,208,3,0,6,1,0.002,1,107.1
10911,77,0,0,6,0,0.006,1,63.9
10911,84,1,0,4,1,0.33,0,56.3
10911,84,2,0,5,1,0.39,0,69
10911,84,3,0,7,1,0.328,0,74.2
10914,245,0,0,4,1,0.009,1,63.9
10914,245,1,0,4,1,0.016,1,67.5
10914,245,2,0,6,1,0.019,1,77.9
10914,245,3,0,5,1,0.047,1,78.3
10921,99,0,0,3,0,0.003,1,49.9
10921,106,1,0,6,1,0.108,1,44.3
10921,106,2,0,7,1,0.073,1,44.6
10921,106,3,0,4,1,0.056,1,64.2
11037,714,0,0,5,1,0.028,1,46.3
11037,720,1,0,5,1,0.112,1,52.7
11037,720,2,0,5,1,0.119,1,55.9
11037,720,3,0,6,1,0.159,1,60.3
11043,236,0,0,5,1,0.002,1,85.9
11043,236,1,0,5,1,0.059,1,75.8
11043,236,2,0,5,1,0.041,1,81.8
11043,236,3,0,4,1,0.044,1,92.6
11067,1110,0,0,5,1,0.034,0,45.5
11067,1110,1,0,5,1,0.271,0,51.5
11067,1110,2,0,6,1,0.241,0,47
11067,1110,3,0,6,1,0.238,0,49.5
11137,586,0,1,5,1,0.017,0,41.4
11137,586,1,1,5,1,0.099,0,53.5
11137,586,2,1,6,1,0.132,0,41.8
11137,586,3,1,4,1,0.098,0,57.5
11146,100,0,1,5,0,0.004,1,55.8
11146,104,1,1,4,1,0.07,1,63
11146,104,2,1,5,1,0.066,1,66.7
11146,104,3,1,4,1,0.042,1,71.4
11155,77,0,1,5,0,0.006,1,62.3
11155,84,1,1,6,1,0.33,0,73.5
11155,84,2,1,8,1,0.39,0,77.9
11155,84,3,1,5,1,0.328,0,95.6
11168,677,0,0,7,1,0.002,0,60.8
11168,677,1,0,4,1,0.005,0,53.5
11168,677,2,0,6,1,0.01,0,64.6
11168,677,3,0,6,1,0.043,0,65.5
11169,714,0,0,7,1,0.028,1,48.6
11169,720,1,0,4,1,0.112,1,41
11169,720,2,0,7,1,0.119,1,50.3
11169,720,3,0,5,1,0.159,1,55
11170,178,0,1,6,1,0.009,0,47.8
11170,178,1,1,5,1,0.187,0,54.3
11170,178,2,1,4,1,0.142,0,58.7
11170,178,3,1,6,1,0.126,0,64.2
11178,258,0,1,4,0,0.003,1,44.2
11178,258,1,1,5,0,0.035,1,48.2
11178,258,2,1,3,0,0.06,1,55.1
11178,258,3,1,5,0,0.071,1,63.9
11184,276,0,0,7,0,0.003,1,44.2
11184,274,1,0,6,1,0.012,1,47.4
11184,274,2,0,4,1,0.025,1,53.1
11184,274,3,0,6,1,0.02,1,63.1
11193,212,0,0,6,0,0.003,1,65.9
11193,208,1,0,5,1,0.007,1,73.5
11193,208,2,0,3,1,0.009,1,77.9
11193,208,3,0,2,1,0.002,1,86.2
11219,98,0,0,6,0,0.005,1,73.1
11219,98,1,0,6,0,0.108,1,65.5
11219,98,2,0,5,0,0.073,1,77.9
11219,98,3,0,5,0,0.056,1,78.3
11221,506,0,0,6,1,0.026,0,37.8
11221,506,1,0,5,1,0.129,0,48.2
11221,506,2,0,4,1,0.127,0,45.9
11221,506,3,0,3,1,0.132,0,44.7
11264,77,0,0,4,0,0.006,1,56.7
11264,77,1,0,6,0,0.33,1,50.7
11264,77,2,0,5,0,0.39,1,55.1
11264,77,3,0,6,0,0.328,1,66.7
11284,448,0,1,5,0,0.01,0,34.7
11284,448,1,1,5,0,0.201,0,29.4
11284,448,2,1,5,0,0.116,0,23.1
11284,448,3,1,4,0,0.186,0,31.1
11308,121,0,0,4,1,0.024,0,35.5
11308,121,1,0,2,1,0.083,0,45.9
11308,121,2,0,5,1,0.116,0,41.5
11308,121,3,0,4,1,0.075,0,57.8
11336,506,0,0,2,1,0.026,0,43
11336,506,1,0,4,1,0.129,0,44.3
11336,506,2,0,5,1,0.127,0,46.2
11336,506,3,0,6,1,0.132,0,49.5
11355,101,0,0,4,0,0.004,1,41.4
11355,104,1,0,5,1,0.07,1,47.4
11355,104,2,0,3,1,0.066,1,57.9
11355,104,3,0,4,1,0.042,1,63.9
11383,1038,0,1,3,0,0.016,1,71.4
11383,1048,1,1,5,1,0.076,1,81.6
11383,1048,2,1,4,1,0.073,1,79.9
11383,1048,3,1,5,1,0.107,1,90.7
11404,81,0,1,6,1,0.112,0,47.5
11404,81,1,1,5,1,0.33,0,42.7
11404,81,2,1,3,1,0.39,0,53.4
11404,81,3,1,4,1,0.328,0,57.5
11414,572,0,0,5,1,0.009,0,37.8
11414,572,1,0,5,1,0.071,0,48.2
11414,572,2,0,5,1,0.116,0,44.6
11414,572,3,0,5,1,0.043,0,48.6
11441,515,0,1,2,0,0.036,1,46.3
11441,515,1,1,4,0,0.168,1,58.3
11441,515,2,1,4,0,0.189,1,72.3
11441,515,3,1,5,0,0.113,1,72.3
11484,121,0,1,4,1,0.024,0,57.8
11484,121,1,1,4,1,0.043,0,85.8
11484,121,2,1,5,1,0.064,0,93.5
11484,121,3,1,5,1,0.053,0,97.1
11506,1108,0,0,5,1,0.03,0,29.4
11506,1111,1,0,4,1,0.242,0,41.8
11506,1111,2,0,4,1,0.198,0,44.3
11506,1111,3,0,5,1,0.213,0,67
11563,1006,0,1,7,1,0.022,0,51.9
11563,1006,1,1,4,1,0.3,0,61.5
11563,1006,2,1,4,1,0.301,0,55.1
11563,1006,3,1,6,1,0.315,0,70.6
11578,1038,0,0,4,0,0.016,1,49.1
11578,1048,1,0,6,1,0.076,1,50.7
11578,1048,2,0,4,1,0.073,1,46.7
11578,1048,3,0,6,1,0.107,1,73.4
11585,43,0,1,4,0,0.018,0,25
11585,43,1,1,4,0,0.253,0,30.2
11585,43,2,1,3,0,0.264,0,31.8
11585,43,3,1,6,0,0.285,0,34.2
11612,586,0,0,3,1,0.017,0,76.4
11612,586,1,0,4,1,0.099,0,79.1
11612,586,2,0,6,1,0.132,0,84
11612,586,3,0,6,1,0.108,0,86.2
11613,1108,0,0,5,1,0.03,0,51.1
11613,1111,1,0,5,1,0.242,0,50.7
11613,1111,2,0,6,1,0.198,0,51.8
11613,1111,3,0,5,1,0.213,0,52.2
11638,1078,0,0,6,1,0.018,0,66.4
11638,1078,1,0,5,1,0.164,0,75.8
11638,1078,2,0,5,1,0.144,0,79.9
11638,1078,3,0,3,1,0.123,0,100.3
11646,1013,0,0,4,1,0.038,0,33.9
11646,1013,1,0,4,1,0.122,0,35.1
11646,1013,2,0,3,1,0.095,0,44.6
11646,1013,3,0,3,1,0.078,0,49.8
11648,99,0,1,2,0,0.003,1,53.9
11648,106,1,1,5,1,0.108,1,59.4
11648,106,2,1,4,1,0.073,1,79.9
11648,106,3,1,6,1,0.056,1,76.4
11663,677,0,0,6,1,0.002,0,36.6
11663,677,1,0,5,1,0.005,0,51.5
11663,677,2,0,8,1,0.01,0,43.4
11663,677,3,0,6,1,0.012,0,55
11680,100,0,1,3,0,0.004,1,49.9
11680,104,1,1,4,1,0.07,1,49.9
11680,104,2,1,6,1,0.066,1,59.5
11680,104,3,1,3,1,0.042,1,57.8
11695,99,0,1,4,0,0.003,1,62.3
11695,106,1,1,6,1,0.108,1,75.8
11695,106,2,1,6,1,0.073,1,72.3
11695,106,3,1,4,1,0.056,1,80.6
11715,714,0,1,5,1,0.028,1,31.4
11715,714,1,1,6,1,0.112,1,41.8
11715,714,2,1,3,1,0.119,1,53.9
11715,714,3,1,4,1,0.159,1,68.3
11744,387,0,0,4,0,0.087,1,20.2
11744,387,1,0,7,0,0.109,1,21.8
11744,388,2,0,6,1,0.176,0,21.1
11744,388,3,0,5,1,0.447,0,32.7
11770,52,0,1,4,1,0.003,0,39.4
11770,52,1,1,5,1,0.055,0,49.9
11770,52,2,1,4,1,0.076,0,46.2
11770,52,3,1,6,1,0.034,0,52.2
11786,245,0,1,5,1,0.009,1,44.2
11786,245,1,1,7,1,0.016,1,57.1
11786,245,2,1,6,1,0.019,1,62.6
11786,245,3,1,4,1,0.047,1,57.8
11839,258,0,1,5,0,0.003,1,43.5
11839,258,1,1,5,0,0.035,1,44.3
11839,258,2,1,6,0,0.06,1,47
11839,258,3,1,4,0,0.071,1,63.9
11847,24,0,0,6,1,0.025,1,31.1
11847,24,1,0,5,1,0.137,1,45.9
11847,24,2,0,6,1,0.085,1,48.7
11847,24,3,0,6,1,0.108,1,35.8
11853,1108,0,0,5,1,0.03,0,30.2
11853,1108,1,0,3,1,0.271,0,46.6
11853,1108,2,0,5,1,0.241,0,44.3
11853,1108,3,0,5,1,0.238,0,47.8
11863,147,0,1,5,1,0.002,1,56.7
11863,147,1,1,5,1,0.022,1,71.6
11863,147,2,1,2,1,0.016,1,69
11863,147,3,1,5,1,0.015,1,78.3
11974,139,0,1,3,1,0.021,0,39.4
11974,139,1,1,3,1,0.076,0,53.5
11974,139,2,1,7,1,0.07,0,56.7
11974,139,3,1,7,1,0.125,0,59.5
11984,714,0,0,4,1,0.028,1,47.2
11984,720,1,0,4,1,0.112,1,47.4
11984,720,2,0,4,1,0.119,1,53.4
11984,720,3,0,7,1,0.159,1,63.1
11996,194,0,0,7,1,0.004,0,29.4
11996,194,1,0,6,1,0.035,0,33.8
11996,194,2,0,4,1,0.09,0,33.1
11996,194,3,0,4,1,0.098,0,42.7
11997,1108,0,0,5,1,0.03,0,47.5
11997,1108,1,0,6,1,0.271,0,61.9
11997,1108,2,0,5,1,0.241,0,49.5
11997,1108,3,0,3,1,0.238,0,58.3
12021,387,0,1,4,0,0.087,1,27.8
12021,387,1,1,7,0,0.109,1,36.3
12021,387,2,1,6,0,0.176,1,41.8
12021,387,3,1,5,0,0.447,1,45
12049,1002,0,0,3,1,0.058,0,43
12049,1002,1,0,5,1,0.3,0,40.2
12049,1002,2,0,6,1,0.301,0,44.6
12049,1002,3,0,5,1,0.315,0,58.6
12071,714,0,0,5,1,0.028,1,60.8
12071,720,1,0,6,1,0.112,1,57.1
12071,720,2,0,4,1,0.119,1,65.9
12071,720,3,0,6,1,0.159,1,75.1
12145,101,0,1,4,0,0.004,1,31.4
12145,101,1,1,4,0,0.07,1,40.2
12145,101,2,1,4,0,0.066,1,48.7
12145,101,3,1,4,0,0.042,1,58.6
12146,714,0,0,7,1,0.028,1,37.1
12146,720,1,0,7,1,0.112,1,47.4
12146,720,2,0,6,1,0.119,1,43.4
12146,720,3,0,4,1,0.159,1,55
12167,387,0,1,4,0,0.087,1,16.3
12167,387,1,1,6,0,0.109,1,33
12167,388,2,1,5,1,0.176,0,37.5
12167,388,3,1,4,1,0.447,0,41.4
12168,258,0,0,6,0,0.003,1,54.7
12168,282,1,0,2,1,0.035,0,53.5
12168,282,2,0,7,1,0.06,0,59
12168,282,3,0,4,1,0.071,0,66.4
12187,1002,0,0,6,1,0.058,0,38.6
12187,1002,1,0,5,1,0.3,0,49.9
12187,1002,2,0,3,1,0.301,0,48.7
12187,1002,3,0,3,1,0.315,0,57.5
12188,1019,0,1,5,1,0.032,0,60.8
12188,1019,1,1,5,1,0.118,0,81.6
12188,1019,2,1,5,1,0.133,0,79.5
12188,1019,3,1,5,1,0.134,0,90.7
12216,1058,0,1,4,1,0.015,0,76.4
12216,1058,1,1,6,1,0.086,0,75.8
12216,1058,2,1,7,1,0.067,0,81.8
12216,1058,3,1,6,1,0.07,0,87.9
12242,76,0,0,6,1,0.006,1,73.1
12242,104,1,0,6,1,0.07,1,66
12242,104,2,0,4,1,0.066,1,69.9
12242,104,3,0,6,1,0.042,1,74.2
12300,147,0,1,3,1,0.002,1,46.3
12300,147,1,1,6,1,0.022,1,53.5
12300,147,2,1,5,1,0.016,1,55.9
12300,147,3,1,4,1,0.015,1,61.9
12302,1110,0,0,6,1,0.034,0,49.1
12302,1111,1,0,5,1,0.242,0,57.1
12302,1111,2,0,3,1,0.198,0,51.5
12302,1111,3,0,5,1,0.213,0,67.5
12311,315,0,1,4,1,0.003,0,46.3
12311,299,1,1,5,1,0.029,0,43.5
12311,299,2,1,8,1,0.054,0,45.4
12311,299,3,1,2,1,0.052,0,55.9
12316,714,0,1,4,1,0.028,1,49.4
12316,720,1,1,5,1,0.112,1,56.3
12316,720,2,1,5,1,0.119,1,57.6
12316,720,3,1,4,1,0.159,1,63.1
12331,1110,0,1,2,1,0.034,0,55.8
12331,1111,1,1,6,1,0.242,0,60.2
12331,1111,2,1,3,1,0.198,0,76.3
12331,1111,3,1,5,1,0.213,0,73.4
12344,1104,0,0,4,0,0.014,0,33
12344,1104,1,0,2,0,0.242,0,41.8
12344,1104,2,0,5,0,0.198,0,39.5
12344,1104,3,0,4,0,0.213,0,47.8
12356,98,0,1,6,0,0.005,1,45.5
12356,98,1,1,7,0,0.108,1,50.7
12356,98,2,1,4,0,0.073,1,55.4
12356,98,3,1,3,0,0.056,1,49.8
12426,1110,0,1,6,1,0.034,0,49.9
12426,1110,1,1,2,1,0.242,0,61.5
12426,1110,2,1,4,1,0.198,0,74.6
12426,1110,3,1,5,1,0.213,0,79.5
12446,21,0,1,6,0,0.017,1,45.8
12446,21,1,1,5,0,0.253,1,51.5
12446,21,2,1,6,0,0.264,1,45.9
12446,21,3,1,5,0,0.285,1,53.1
12520,103,0,1,4,1,0.007,0,57.5
12520,103,1,1,5,1,0.061,0,61.5
12520,103,2,1,3,1,0.032,0,75.1
12520,103,3,1,3,1,0.042,0,69.5
12536,121,0,1,2,1,0.024,0,43.5
12536,121,1,1,5,1,0.083,0,43.5
12536,121,2,1,5,1,0.116,0,43.4
12536,121,3,1,4,1,0.075,0,60.3
12554,647,0,0,4,1,0.055,1,60.3
12554,647,1,0,5,1,0.15,1,64.3
12554,647,2,0,4,1,0.135,1,69
12554,647,3,0,4,1,0.185,1,76.4
12567,77,0,1,4,0,0.006,1,29.4
12567,84,1,1,5,1,0.33,0,41.8
12567,84,2,1,5,1,0.39,0,54.3
12567,84,3,1,3,1,0.328,0,65
12625,1018,0,0,6,1,0.023,0,39.4
12625,1018,1,0,6,1,0.118,0,49.9
12625,1018,2,0,5,1,0.133,0,49.5
12625,1018,3,0,4,1,0.134,0,57.5
12635,315,0,1,5,1,0.003,0,24.2
12635,299,1,1,7,1,0.029,0,27.4
12635,299,2,1,6,1,0.054,0,38.7
12635,299,3,1,4,1,0.052,0,48.6
12641,121,0,0,4,1,0.024,0,40.7
12641,121,1,0,5,1,0.083,0,52.7
12641,121,2,0,6,1,0.116,0,49.5
12641,121,3,0,7,1,0.075,0,59.1
12654,515,0,1,6,0,0.036,1,43.5
12654,519,1,1,3,1,0.168,0,49.9
12654,519,2,1,5,1,0.189,0,51.8
12654,519,3,1,4,1,0.113,0,64.7
12665,286,0,0,4,1,0.014,0,47.8
12665,286,1,0,5,1,0.099,0,50.7
12665,286,2,0,5,1,0.071,0,61.8
12665,286,3,0,6,1,0.1,0,69.2
12672,387,0,0,5,0,0.087,1,44.2
12672,387,1,0,7,0,0.109,1,52.7
12672,387,2,0,7,0,0.176,1,46.7
12672,387,3,0,4,0,0.447,1,58.6
12724,704,0,0,4,0,0.006,0,52.2
12724,704,1,0,5,0,0.029,0,68.3
12724,704,2,0,6,0,0.047,0,77.9
12724,704,3,0,7,0,0.034,0,78.3
12735,100,0,0,4,0,0.004,1,38.6
12735,106,1,0,6,1,0.108,1,44.3
12735,106,2,0,7,1,0.073,1,36.2
12735,106,3,0,4,1,0.056,1,49.5
12737,1033,0,1,6,1,0.006,1,40.7
12737,1033,1,1,4,1,0.086,1,49.1
12737,1033,2,1,6,1,0.067,1,56.7
12737,1033,3,1,4,1,0.07,1,55.9
12754,704,0,0,5,0,0.006,0,66.4
12754,704,1,0,3,0,0.029,0,73.5
12754,704,2,0,4,0,0.047,0,96.8
12754,704,3,0,3,0,0.034,0,95.6
12757,1104,0,0,5,0,0.014,0,47.8
12757,1104,1,0,6,0,0.242,0,55.1
12757,1104,2,0,4,0,0.241,0,56.7
12757,1104,3,0,3,0,0.238,0,63.1
12783,898,0,0,6,1,0.083,1,35
12783,898,1,0,6,1,0.112,1,41
12783,898,2,0,6,1,0.119,1,49.5
12783,898,3,0,5,1,0.188,1,68.7
12863,387,0,0,5,0,0.087,1,52.7
12863,387,1,0,5,0,0.109,1,54.3
12863,388,2,0,5,1,0.176,0,59
12863,388,3,0,3,1,0.447,0,65
12881,212,0,1,5,0,0.003,1,68.7
12881,211,1,1,5,1,0.032,1,78.3
12881,211,2,1,3,1,0.018,1,85.1
12881,211,3,1,6,1,0.011,1,98.4
12886,387,0,0,6,0,0.087,1,60.3
12886,387,1,0,5,0,0.109,1,49.1
12886,387,2,0,5,0,0.061,1,51.5
12886,387,3,0,3,0,0.187,1,63.4
12887,1035,0,0,3,1,0.033,0,49.1
12887,1035,1,0,5,1,0.095,0,48.2
12887,1035,2,0,4,1,0.088,0,43.9
12887,1035,3,0,6,1,0.11,0,62.8
12903,99,0,1,6,0,0.003,1,25.5
12903,106,1,1,7,1,0.108,1,38.2
12903,106,2,1,5,1,0.073,1,42.3
12903,106,3,1,2,1,0.056,1,42.7
12922,24,0,0,5,1,0.025,1,49.4
12922,24,1,0,4,1,0.137,1,57.1
12922,24,2,0,6,1,0.085,1,55.4
12922,24,3,0,7,1,0.108,1,67
12933,24,0,0,6,1,0.025,1,71.4
12933,24,1,0,6,1,0.137,1,66.6
12933,24,2,0,6,1,0.085,1,71.2
12933,24,3,0,3,1,0.108,1,77
12937,98,0,0,3,0,0.005,1,57.8
12937,106,1,0,6,1,0.108,1,59.4
12937,106,2,0,3,1,0.073,1,57.1
12937,106,3,0,6,1,0.056,1,67.5
12944,76,0,0,3,1,0.006,1,49.9
12944,104,1,0,5,1,0.07,1,69.1
12944,104,2,0,6,1,0.066,1,65.9
12944,104,3,0,3,1,0.042,1,74.2
12971,24,0,1,4,1,0.025,1,29.4
12971,24,1,1,3,1,0.137,1,43.5
12971,24,2,1,4,1,0.085,1,33.1
12971,24,3,1,4,1,0.108,1,53.4
12983,124,0,1,5,1,0.003,0,38.6
12983,124,1,1,5,1,0.063,0,45.9
12983,124,2,1,4,1,0.066,0,47.5
12983,124,3,1,5,1,0.099,0,51.4
13035,1058,0,0,7,1,0.015,0,49.9
13035,1058,1,0,5,1,0.083,0,58.3
13035,1058,2,0,5,1,0.047,0,48.7
13035,1058,3,0,6,1,0.058,0,63.4
13054,52,0,1,6,1,0.003,0,45.5
13054,52,1,1,6,1,0.055,0,71.1
13054,52,2,1,4,1,0.076,0,71.8
13054,52,3,1,5,1,0.034,0,78.3
13061,1038,0,0,3,0,0.016,1,35
13061,1038,1,0,6,0,0.076,1,42.7
13061,1038,2,0,4,0,0.073,1,47.9
13061,1038,3,0,4,0,0.107,1,43.4
13070,704,0,1,3,0,0.006,0,73.1
13070,704,1,1,5,0,0.029,0,85.8
13070,704,2,1,7,0,0.047,0,93.5
13070,704,3,1,4,0,0.034,0,92
13088,236,0,0,4,1,0.002,1,85.9
13088,236,1,0,5,1,0.058,1,73.5
13088,236,2,0,5,1,0.019,1,81
13088,236,3,0,6,1,0.009,1,98.4
13117,1108,0,1,3,1,0.03,0,33
13117,1108,1,1,6,1,0.271,0,40.2
13117,1108,2,1,5,1,0.241,0,40.6
13117,1108,3,1,4,1,0.238,0,48.6
13128,139,0,0,4,1,0.021,0,47.5
13128,139,1,0,7,1,0.076,0,67.5
13128,139,2,0,6,1,0.07,0,83.2
13128,139,3,0,7,1,0.054,0,92
13208,1033,0,1,4,1,0.006,1,57.8
13208,1033,1,1,5,1,0.086,1,69.1
13208,1033,2,1,5,1,0.067,1,74
13208,1033,3,1,6,1,0.07,1,85.6
13222,178,0,0,7,1,0.009,0,38.6
13222,178,1,0,3,1,0.187,0,58.3
